EmpID,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3207,2022-03-27,,Production Technician I,Maria Nelson,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,28-08-1981,MA,Supervisor,Female,2152,White,Widowed,Fully Meets,5
3208,2020-12-25,2023-03-08,Production Technician I,Jeffrey Gray,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Own road black catch help agreement.,Production       ,Field Operations,4/9/1973,MA,Operator,Male,2171,Hispanic,Divorced,Fully Meets,2
3209,2021-04-24,,Production Technician II,Jennifer Baker,PL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,17-03-1983,MA,Technician,Male,2458,Hispanic,Widowed,Fully Meets,5
3210,2020-05-12,,Production Technician I,Jessica Scott,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Aerial,13-06-1993,MA,Lineman,Female,2050,Hispanic,Divorced,Fully Meets,5
3211,2023-05-23,,Production Technician II,Pamela Wilson,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Sga,26-08-1955,MA,Administrator,Female,1824,Other,Married,Fully Meets,2
3212,2020-12-27,2022-05-22,Production Technician II,Matthew Brown,PYZ,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Style now then seven.,Production       ,Field Operations,30-06-1972,MA,Foreman,Male,2126,Asian,Married,Fully Meets,5
3213,2018-11-17,2019-12-27,Production Technician I,Brandy Ferguson,WBL,Active,Full-Time,Zone A,Part-Time,Involuntary,Mr everyone identify how pressure way.,Production       ,Field Operations,28-06-1952,MA,Laborer,Male,1550,Hispanic,Widowed,Fully Meets,2
3214,2019-07-16,,Production Technician I,Danielle Green,PYZ,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,22-12-1972,MA,Laborer,Female,1742,Asian,Widowed,Fully Meets,2
3215,2020-01-25,,Production Technician II,Jeffery Patterson,SVG,Active,Contract,Zone A,Part-Time,Unk,,Production       ,General - Sga,3/6/1973,MA,Administrator,Male,1810,White,Divorced,Fully Meets,3
3216,2021-08-16,,Production Technician I,Margaret Murphy MD,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Fielders,28-02-1972,MA,Engineer,Female,2474,Other,Divorced,Fully Meets,5
3217,2019-01-20,2019-10-01,Production Technician II,Karen Munoz,BPC,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Summer begin quickly.,Production       ,General - Con,28-09-1968,MA,Technician,Female,1810,White,Single,Fully Meets,3
3218,2018-09-04,,Production Technician I,Michael Kelly,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,13-07-1971,MA,Laborer,Male,1880,Other,Widowed,Fully Meets,5
3219,2019-09-20,,Production Technician II,Kelly Hudson,PL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Executive,16-08-2000,MA,Administrator,Female,2126,Black,Widowed,Fully Meets,3
3220,2023-07-24,,Production Technician I,Brittney Collins,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,11/10/1980,MA,Tower Hand,Female,2184,Other,Divorced,Fully Meets,1
3221,2023-07-05,,Production Technician I,Felicia Williams,PL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Wireline Construction,31-12-1945,MA,Foreman,Male,69598,Other,Single,Fully Meets,4
3222,2021-01-11,,Production Technician I,Andrea Welch,BPC,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Shop (Fleet),14-08-1990,MA,Manager,Female,28908,Hispanic,Married,Fully Meets,2
3223,2022-11-06,,Production Technician I,Jennifer Lopez,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Splicing,12/10/1952,MA,Splicer,Female,35854,Asian,Single,Fully Meets,5
3224,2023-04-03,,Production Technician I,Dawn Schultz,SVG,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,People Services,6/2/1970,MA,Manager,Female,69030,White,Single,Fully Meets,5
3225,2021-06-07,2023-06-23,Production Technician I,Emily Rodriguez,EW,Active,Contract,Zone B,Part-Time,Retirement,Environmental region affect have it.,Production       ,General - Con,29-07-1977,MA,Foreman,Female,8088,White,Divorced,Fully Meets,3
3226,2019-01-20,,Production Technician I,James Hamilton,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Eng,31-12-1988,MA,Technician,Female,50972,Black,Married,Fully Meets,4
3227,2021-11-20,2022-06-06,Production Technician I,Michelle Kramer,TNS,Leave of Absence,Contract,Zone A,Temporary,Involuntary,Hope any environment reflect realize.,Production       ,Aerial,8/7/1969,MA,Groundman,Female,1013,Black,Widowed,Fully Meets,2
3228,2019-05-27,2022-08-18,Production Technician I,Melissa Bennett,PYZ,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Eat unit push read. Weight decide prove defense.,Production       ,Field Operations,3/6/1946,MA,Technician,Male,8223,Hispanic,Single,Fully Meets,2
3229,2022-12-18,,Production Technician I,Bruce West,WBL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,18-12-1945,MA,Program Manager,Male,15997,Other,Widowed,Fully Meets,1
3230,2021-05-13,2023-07-13,Production Technician I,Patricia Lee,NEL,Leave of Absence,Full-Time,Zone C,Full-Time,Resignation,Condition whole however senior water.,Production       ,Field Operations,20-04-1991,MA,Laborer,Female,55412,White,Single,Fully Meets,1
3231,2021-05-24,,Production Technician I,Peter Smith,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Shop (Fleet),14-05-1997,MA,Shop,Female,97872,White,Divorced,Exceeds,2
3232,2021-10-06,2022-05-19,Production Technician I,Carlos Miller,BPC,Leave of Absence,Part-Time,Zone B,Temporary,Resignation,Write arrive produce since.,Production       ,General - Con,18-11-1974,MA,Laborer,Male,26785,Other,Divorced,Fully Meets,1
3233,2020-08-22,2020-08-26,Production Technician I,Jim Mccormick,CCDR,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Fact order police ability another pretty add.,Production       ,Engineers,8/2/1969,MA,Engineer,Male,14249,Asian,Widowed,Fully Meets,2
3234,2021-08-23,,Production Technician I,Catherine Harris,SVG,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,25-04-1959,MA,Administration,Male,52819,Black,Widowed,Fully Meets,3
3235,2021-12-23,2022-10-17,Production Technician I,Jeffrey Webb,EW,Active,Contract,Zone C,Temporary,Resignation,Without option agent show term.,Production       ,Engineers,1/8/1963,MA,Engineer,Male,62173,Hispanic,Married,Fully Meets,2
3236,2022-01-24,2022-03-27,Production Technician II,James Williamson,NEL,Active,Contract,Zone C,Full-Time,Involuntary,Stuff painting partner my.,Production       ,People Services,4/6/1979,MA,Cpo,Female,8702,Asian,Married,Fully Meets,5
3237,2022-11-21,,Production Technician II,Samantha David,PL,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Eng,8/12/1987,MA,Drafter,Male,69369,White,Married,Fully Meets,4
3238,2018-12-04,2022-07-01,Production Technician II,Anne Gomez,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Organization above size discuss office.,Production       ,Wireline Construction,4/9/2000,MA,Vp,Male,39455,Other,Divorced,Fully Meets,4
3239,2019-06-02,,Production Technician II,Brenda Chandler,SVG,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,19-07-1992,MA,Operator,Male,74781,Black,Single,Fully Meets,3
3240,2018-08-12,2019-07-05,Production Technician II,Taylor Kim,TNS,Voluntarily Terminated,Full-Time,Zone C,Temporary,Voluntary,Kid decision small fire year eat.,Production       ,Shop (Fleet),5/3/1980,MA,Shop,Female,60148,Asian,Married,Fully Meets,2
3241,2022-05-15,,Production Technician II,Jessica Lawson,WBL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Sga,11/12/1947,MA,Administrator,Female,56978,White,Divorced,Fully Meets,1
3242,2021-11-23,2022-04-21,Production Technician I,Krista Hernandez,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,If data from box movement bad service.,Production       ,Aerial,13-04-1955,MA,Lineman,Male,46927,Hispanic,Single,Fully Meets,3
3243,2020-12-13,,Production Technician I,Danielle Collins,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Splicing,8/2/1955,MA,Technician,Male,63497,Hispanic,Married,Fully Meets,2
3244,2021-07-28,,Production Technician I,Mary Hines,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Shop (Fleet),17-12-1948,MA,Mechanic,Female,67772,Black,Divorced,Fully Meets,2
3245,2019-06-07,2021-12-30,Production Technician I,Mrs. Vickie Barber,CCDR,Terminated for Cause,Full-Time,Zone A,Full-Time,Voluntary,Fly draw gun true deal sure.,Production       ,Field Operations,10/4/1948,MA,Laborer,Female,62905,Black,Married,Fully Meets,1
3246,2019-06-12,2021-05-25,Production Technician I,Barry Hernandez,SVG,Terminated for Cause,Part-Time,Zone C,Part-Time,Retirement,With picture sport this after.,Production       ,Safety,15-04-1988,MA,Safety,Female,16673,White,Married,Fully Meets,4
3247,2023-04-20,2023-08-06,Production Technician I,Glenn Kelly,EW,Active,Full-Time,Zone C,Part-Time,Resignation,Much already above care than.,Production       ,General - Con,18-07-1943,MA,Operator,Female,85847,Black,Single,Fully Meets,3
3248,2018-08-07,2023-07-19,Production Technician I,Amy Reeves,MSC,Active,Contract,Zone B,Part-Time,Resignation,Approach together husband better.,Production       ,General - Con,18-03-1967,MA,Clerical,Female,27168,Hispanic,Single,Fully Meets,5
3249,2018-12-06,,Production Technician I,Mark Rodriguez,TNS,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Underground,18-01-1948,MA,Laborer,Male,26745,Black,Single,Fully Meets,3
3250,2021-03-25,,Production Technician I,Shawn Wallace,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Project Management - Con,11/6/1997,MA,Supervisor,Male,25590,Asian,Married,Fully Meets,2
3251,2019-02-15,2019-04-25,Production Technician I,Natalie Cox,WBL,Voluntarily Terminated,Contract,Zone A,Part-Time,Resignation,Any record environment.,Production       ,Field Operations,12/4/1956,MA,Laborer,Male,36234,White,Divorced,Fully Meets,5
3252,2023-03-14,,Production Technician I,Sarah Cannon,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Shop (Fleet),2/11/1993,MA,Mechanic,Female,29287,Black,Divorced,PIP,4
3253,2019-09-01,2021-06-01,Production Technician I,Terrance Pitts,PL,Leave of Absence,Part-Time,Zone A,Part-Time,Involuntary,Star candidate seven television teacher all many.,Production       ,Field Operations,15-05-1993,MA,Technician,Female,46895,White,Single,Fully Meets,2
3254,2021-02-23,2022-07-13,Production Technician I,Samantha Gilbert,BPC,Leave of Absence,Full-Time,Zone B,Temporary,Voluntary,Save interest factor training.,Production       ,General - Sga,20-08-1989,MA,Administration,Male,25093,Other,Widowed,Fully Meets,3
3255,2023-03-22,,Production Technician I,Natalie Lang,CCDR,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),6/5/1961,MA,Runner,Male,65332,Other,Widowed,Fully Meets,3
3256,2019-01-24,,Production Technician I,Kelsey Calhoun DDS,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,15-11-1954,MA,Flagger,Male,4750,Black,Divorced,Fully Meets,5
3257,2020-11-19,,Production Technician II,Jeffrey Terry,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,10/4/1986,MA,Laborer,Female,89893,Other,Single,Fully Meets,3
3258,2023-02-15,,Production Technician II,David Vargas,BPC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Aerial,23-05-1971,MA,Foreman,Male,27959,White,Single,Fully Meets,2
3259,2022-05-09,2022-06-10,Production Technician II,Matthew York,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Resignation,Trouble hot lead article guess travel.,Production       ,Field Operations,25-11-1946,MA,Tower Hand,Male,71536,Hispanic,Single,Fully Meets,2
3260,2021-10-06,,Production Technician II,Michael Mathews,SVG,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,17-06-1992,MA,Splicer,Male,86352,Hispanic,Single,Fully Meets,3
3261,2021-01-17,2023-06-25,Production Technician II,Philip Jackson,EW,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,Cause data speech tough garden body good.,Production       ,Field Operations,1/3/1948,MA,Administrative,Male,18868,Hispanic,Widowed,Fully Meets,4
3262,2022-03-22,,Production Technician II,Samantha Williams,MSC,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Catv,27-01-1984,MA,Laborer,Female,69534,Black,Divorced,PIP,4
3263,2022-04-20,2023-04-30,Production Technician I,Renee Jones DVM,NEL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Involuntary,Measure question others smile oil.,Production       ,Engineers,14-04-1990,MA,Drafter,Male,41746,Asian,Single,PIP,2
3264,2021-12-31,2023-05-10,Production Technician I,Jim Melton,PL,Terminated for Cause,Part-Time,Zone C,Part-Time,Involuntary,Attorney control write American.,Production       ,General - Eng,9/6/1950,MA,Engineer,Male,16282,Asian,Married,Fully Meets,5
3265,2018-10-31,,Production Technician I,Anna Hogan,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,23-01-1993,MA,Groundman,Female,26076,Asian,Single,Fully Meets,1
3266,2020-07-24,,Production Technician I,Andrew Garcia,CCDR,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,23-08-1996,MA,Laborer,Female,22339,Black,Married,Fully Meets,2
3267,2019-12-12,2020-01-17,Production Technician I,Lindsey Aguilar,SVG,Active,Contract,Zone C,Part-Time,Voluntary,Smile wife newspaper attorney dog discuss write.,Production       ,Splicing,7/11/1963,MA,Laborer,Female,52402,Other,Single,Fully Meets,5
3268,2023-06-22,,Production Technician I,Terry Andrade,EW,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,21-08-1962,MA,Driver,Female,43825,Asian,Single,Fully Meets,2
3269,2021-06-20,,Production Technician I,Amanda Ball,MSC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,8/4/2000,MA,Laborer,Male,92624,Asian,Married,Fully Meets,1
3270,2019-10-31,,Production Technician I,Christina Nguyen,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Splicing,9/4/1958,MA,Technician,Male,88948,Asian,Single,Fully Meets,2
3271,2019-07-02,2022-11-26,Production Technician I,Kenneth Bender,PYZ,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Talk it thousand score least try sound.,Production       ,Engineers,29-04-1970,MA,Engineer,Male,72709,Asian,Divorced,Fully Meets,3
3272,2023-02-10,,Production Technician I,Natasha Mathews,WBL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Aerial,22-08-1959,MA,Flagger,Male,38780,Other,Widowed,Fully Meets,3
3273,2022-09-16,,Production Technician I,Tonya Jones,NEL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,People Services,8/12/1998,MA,Coordinator,Female,24573,Asian,Divorced,Fully Meets,4
3274,2020-01-21,2020-07-29,Production Technician I,Anthony Bass,PL,Leave of Absence,Part-Time,Zone B,Full-Time,Retirement,History force myself.,Production       ,Aerial,28-06-1965,MA,Foreman,Female,30214,Other,Divorced,PIP,3
3275,2022-11-16,,Production Technician I,Erin Lloyd,BPC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,31-12-1991,MA,Foreman,Male,66377,Other,Divorced,PIP,3
3276,2021-01-25,,Production Technician I,Joshua Lee,CCDR,Active,Contract,Zone A,Temporary,Unk,,Production       ,Engineers,20-11-1996,MA,Project Manager,Male,83059,Asian,Divorced,Fully Meets,2
3277,2023-06-16,2023-06-24,Production Technician II,Darlene Garcia,NEL,Active,Part-Time,Zone B,Temporary,Retirement,Personal fear indeed rest also.,Production       ,Aerial,21-05-1980,MA,Foreman,Female,86836,Hispanic,Married,Fully Meets,5
3278,2020-09-08,2021-10-17,Production Technician II,Angela Griffin MD,PL,Active,Contract,Zone A,Part-Time,Retirement,Take nice into true side job.,Production       ,Field Operations,15-11-1944,MA,Laborer,Female,4862,Black,Married,Fully Meets,4
3279,2019-01-23,2020-11-24,Production Technician II,Katrina Davis,BPC,Active,Full-Time,Zone A,Full-Time,Involuntary,Market public task none past spend.,Production       ,Engineers,31-01-1994,MA,Project Manager,Male,53530,Black,Married,Fully Meets,5
3280,2023-05-29,2023-07-23,Production Technician II,Tamara Bailey,CCDR,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Fast light home sign build not.,Production       ,Project Management - Con,9/7/1983,MA,Manager,Male,59596,Other,Divorced,Fully Meets,5
3281,2019-08-16,,Production Technician II,Thomas Jones,SVG,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Con,23-07-1954,MA,Laborer,Male,65633,Hispanic,Divorced,Fully Meets,5
3282,2020-06-04,,Production Technician II,Stephanie Lewis,EW,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,23-06-1978,MA,Lineman,Female,54457,Asian,Married,Fully Meets,3
3283,2020-07-21,,Production Technician II,Vanessa Garrison,MSC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Wireline Construction,13-08-1988,MA,Lineman,Female,16989,Hispanic,Married,Fully Meets,3
3284,2022-08-21,2023-03-29,Production Technician I,Jonathan Franco,EW,Voluntarily Terminated,Contract,Zone A,Part-Time,Resignation,Order protect raise exist by behind dream memory.,Production       ,Fielders,17-10-1948,MA,Technician,Male,22735,Other,Divorced,Fully Meets,2
3285,2021-07-16,2023-06-12,Production Technician I,Mark Mills,MSC,Terminated for Cause,Contract,Zone B,Part-Time,Retirement,Know blue difficult let black choice require.,Production       ,Wireline Construction,15-01-1954,MA,Laborer,Male,81424,Other,Single,PIP,4
3286,2019-11-06,,Production Technician I,Kristina Hawkins,NEL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,15-08-1970,MA,Project Manager,Female,70949,White,Divorced,PIP,3
3287,2021-01-01,,Production Technician I,Bobby Parker,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Con,10/6/1979,MA,Laborer,Female,44442,Asian,Divorced,Fully Meets,1
3288,2019-09-24,,Production Technician I,Mark Bolton,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,16-12-1967,MA,Foreman,Female,92307,White,Divorced,Fully Meets,2
3289,2020-05-17,,Production Technician I,Mr. Aaron Mcclain,SVG,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,6/11/1980,MA,Groundman,Female,87752,White,Divorced,Fully Meets,4
3290,2018-08-07,,Production Technician I,Jeffery Baker,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,7/12/1995,MA,Mechanic,Male,60198,Other,Single,Fully Meets,3
3291,2023-08-01,,Production Technician I,Dustin Hoffman,WBL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Con,9/8/1957,MA,Flagger,Male,50905,Hispanic,Married,Fully Meets,2
3292,2019-01-12,2020-01-09,Production Technician I,Connor Wallace,PYZ,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Retirement,Four read some later whether lose system.,Production       ,Field Operations,13-05-1946,MA,Engineer,Male,2769,Asian,Single,Fully Meets,4
3293,2021-04-09,2022-11-29,Production Technician I,Cindy Ruiz,WBL,Voluntarily Terminated,Contract,Zone C,Full-Time,Retirement,Toward make herself high red writer week.,Production       ,General - Con,1/9/1967,MA,Technician,Female,90732,Black,Married,Fully Meets,3
3294,2022-06-04,2022-12-24,Production Technician I,Regina Dickerson,NEL,Leave of Absence,Full-Time,Zone A,Temporary,Retirement,New begin remember understand.,Production       ,Aerial,6/6/1965,MA,Lineman,Female,12076,Other,Divorced,Fully Meets,3
3295,2019-05-31,,Production Technician I,Joshua Wilson,PL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,18-11-1954,MA,Groundman,Female,27767,Black,Divorced,Fully Meets,5
3296,2019-01-07,2019-10-08,Production Technician I,Michael Palmer,BPC,Leave of Absence,Part-Time,Zone C,Full-Time,Voluntary,Maybe despite performance rather evidence.,Production       ,Field Operations,7/10/1947,MA,Foreman,Male,24886,White,Married,PIP,2
3297,2020-07-18,2021-04-20,Production Technician I,Bryan Beasley,CCDR,Leave of Absence,Contract,Zone A,Temporary,Retirement,Stock true summer together social.,Production       ,Field Operations,12/10/1955,MA,Engineer,Male,25813,Black,Married,Fully Meets,4
3298,2020-11-19,2021-05-21,Production Technician II,Sarah Escobar,EW,Active,Full-Time,Zone A,Full-Time,Involuntary,Great unit evidence run.,Production       ,Field Operations,10/3/1996,MA,Technician,Female,88404,Hispanic,Widowed,Fully Meets,5
3299,2022-11-10,,Production Technician II,Tabitha Cunningham,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,10/6/1975,MA,Supervisor,Male,51576,White,Widowed,Fully Meets,4
3300,2021-03-25,2022-05-08,Production Technician II,Mr. Gregory Mullins MD,NEL,Active,Full-Time,Zone B,Part-Time,Resignation,Artist message call such.,Production       ,Field Operations,27-11-1946,MA,Technician,Male,73771,White,Married,Fully Meets,2
3301,2019-05-13,2022-08-13,Production Technician II,Michael Clark,PL,Voluntarily Terminated,Contract,Zone B,Full-Time,Retirement,On crime student tough note.,Production       ,Field Operations,27-08-1997,MA,Construction Manager,Male,65436,Black,Divorced,Fully Meets,1
3302,2019-06-07,2022-11-06,Production Technician II,Shawn Johnson,PYZ,Leave of Absence,Full-Time,Zone A,Part-Time,Retirement,Year ever end drive.,Production       ,General - Con,25-07-1943,MA,Lineman,Female,77353,Hispanic,Married,Fully Meets,4
3303,2023-02-18,,Production Technician II,Kathy York,SVG,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,11/11/1981,MA,Laborer,Female,49310,Black,Single,Fully Meets,3
3304,2019-04-02,,Production Technician II,Cynthia Morgan,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,7/12/1984,MA,Foreman,Female,71443,Other,Single,Fully Meets,4
3305,2020-11-30,2022-10-23,Production Technician I,Alex Lopez,WBL,Voluntarily Terminated,Contract,Zone C,Part-Time,Involuntary,Billion approach middle behind national describe.,Production       ,Project Management - Con,9/7/1992,MA,Coordinator,Female,18362,Other,Widowed,Fully Meets,4
3306,2022-09-24,2022-10-27,Production Technician I,Angela Terry,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Reason common from ready.,Production       ,Field Operations,31-03-1992,MA,Laborer,Male,78658,White,Married,PIP,4
3307,2019-06-21,,Production Technician I,Henry Armstrong Jr.,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Executive,18-10-1978,MA,Vp,Male,96247,Asian,Married,Fully Meets,4
3308,2022-06-10,,Production Technician I,Mary Kent,BPC,Active,Contract,Zone C,Temporary,Unk,,Production       ,General - Sga,22-11-1998,MA,Administrative,Female,70865,Black,Married,Fully Meets,3
3309,2020-10-18,,Production Technician I,Kelly Brown,CCDR,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Finance & Accounting,17-04-2000,MA,Assistant,Female,24730,White,Single,Fully Meets,1
3310,2022-02-02,2023-02-04,Production Technician I,Sheryl Austin,SVG,Active,Part-Time,Zone B,Part-Time,Retirement,Course appear wait police car.,Production       ,Executive,25-07-1975,MA,Vp,Female,53426,Asian,Married,Fully Meets,3
3311,2021-06-17,2021-12-03,Production Technician I,Christina Kennedy,EW,Active,Contract,Zone A,Temporary,Retirement,Ready image offer. According and reveal land.,Production       ,Field Operations,12/3/1974,MA,Project Manager,Female,15819,Black,Widowed,Fully Meets,4
3312,2018-12-01,,Production Technician I,Sara Grimes,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Engineers,30-04-1946,MA,Engineer,Male,27839,Hispanic,Married,Fully Meets,4
3313,2021-05-09,,Production Technician I,Teresa George,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,16-02-1976,MA,Assistant,Male,36560,Hispanic,Married,Fully Meets,3
3314,2019-01-01,,Production Technician I,Shelly Turner,PYZ,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Eng,24-09-1955,MA,Project Manager,Male,19525,Other,Widowed,Fully Meets,4
3315,2018-10-13,2020-03-18,Production Technician I,Crystal Richmond,WBL,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Director include student.,Production       ,Field Operations,15-04-1957,MA,Locator,Female,85181,Other,Widowed,Fully Meets,3
3316,2020-04-25,2022-12-13,Production Technician I,Theresa Holmes,NEL,Leave of Absence,Part-Time,Zone C,Full-Time,Retirement,Movement beat thing attorney benefit mention I.,Production       ,Catv,11/11/1975,MA,Lineman,Female,37802,Hispanic,Widowed,Fully Meets,3
3317,2022-03-17,,Production Technician I,Amanda Weiss,PL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Finance & Accounting,8/4/1983,MA,Specialist,Female,90537,Other,Single,Fully Meets,3
3318,2019-11-18,2022-02-10,Production Technician I,Thomas Figueroa,BPC,Leave of Absence,Part-Time,Zone A,Full-Time,Resignation,Make oil new effort begin. Smile work dinner.,Production       ,People Services,8/12/1996,MA,Administrator,Male,61532,White,Divorced,Fully Meets,3
3319,2019-10-09,,Production Technician II,Bradley Snyder,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,25-01-1963,MA,Laborer,Female,34874,Hispanic,Married,Fully Meets,3
3320,2020-05-18,,Production Technician II,Dennis Richards,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,6/7/1969,MA,Foreman,Male,31303,Other,Divorced,Fully Meets,5
3321,2019-02-17,,Production Technician II,Eric Aguilar,BPC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Engineers,11/1/1986,MA,Technician,Male,37576,White,Single,Fully Meets,2
3322,2020-07-31,2022-09-27,Production Technician II,Kathleen Bowen,CCDR,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Voluntary,Different down happen near impact.,Production       ,Aerial,9/10/1943,MA,Lineman,Male,25557,White,Single,Fully Meets,4
3323,2023-06-17,2023-07-13,Production Technician II,Chloe Berg,SVG,Leave of Absence,Full-Time,Zone C,Temporary,Voluntary,Expect serious occur forward again.,Production       ,Project Management - Con,4/6/1962,MA,Laborer,Female,27946,Black,Married,Fully Meets,4
3324,2019-06-30,2022-07-24,Production Technician II,Anna Martinez,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Involuntary,Teach human market real upon.,Production       ,Splicing,4/11/1952,MA,Splicer,Female,11516,Black,Divorced,PIP,3
3325,2021-07-13,2022-03-11,Production Technician II,Christopher Blankenship,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Few space energy down natural.,Production       ,Field Operations,14-10-1993,MA,Technician,Female,19512,White,Single,Fully Meets,3
3326,2022-01-14,,Production Technician I,Jackson Baird,PYZ,Active,Contract,Zone A,Temporary,Unk,,Production       ,General - Con,3/9/1941,MA,Laborer,Male,20146,Hispanic,Divorced,Fully Meets,3
3327,2020-01-01,,Production Technician I,Randy Wright,WBL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Fielders,27-04-1979,MA,Technician,Female,91044,Hispanic,Widowed,Fully Meets,1
3328,2020-10-24,2023-04-11,Production Technician I,Pamela Carter,NEL,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Room that ahead sound work short right.,Production       ,Engineers,6/2/1961,MA,Engineer,Male,24046,White,Married,Fully Meets,3
